N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,Detail URL
931,KR모터스,787,45,-5.41%,500,373,"47,361",55.03,"930,501",-0.92,-113.29,https://finance.naver.com/item/main.nhn?code=000040
932,TIGER 코스피중형주,"10,025",5,-0.05%,0,371,"3,700",0.00,1,N/A,N/A,https://finance.naver.com/item/main.nhn?code=277650
933,신한 레버리지 금 선물 ETN,"18,525",225,+1.23%,0,370,"2,000",0.00,"41,376",N/A,N/A,https://finance.naver.com/item/main.nhn?code=500037
934,KBSTAR 200선물인버스2X,"6,985",135,+1.97%,0,370,"5,300",0.54,"290,101",N/A,N/A,https://finance.naver.com/item/main.nhn?code=252420
935,케이탑리츠,800,8,-0.99%,"1,000",370,"46,224",12.21,"62,278",6.78,8.22,https://finance.naver.com/item/main.nhn?code=145270
936,한솔로지스틱스,"1,345",0,0.00%,500,370,"27,477",6.79,"147,715",6.26,11.44,https://finance.naver.com/item/main.nhn?code=009180
937,QV S&P500 VIX S/T 선물 ETN B,"36,895",895,+2.49%,0,369,"1,000",0.00,736,N/A,N/A,https://finance.naver.com/item/main.nhn?code=550058
938,신한 인버스 WTI원유 선물 ETN(H),"18,285","3,530",-16.18%,0,366,"2,000",0.00,"40,944",N/A,N/A,https://finance.naver.com/item/main.nhn?code=500003
939,KODEX 미국달러선물레버리지,"11,060",115,+1.05%,0,357,"3,230",0.00,"143,510",N/A,N/A,https://finance.naver.com/item/main.nhn?code=261250
940,대신 철광석 선물 ETN(H),"17,760",65,-0.36%,0,355,"2,000",0.00,7,N/A,N/A,https://finance.naver.com/item/main.nhn?code=510008
941,이화산업,"12,650",400,-3.07%,"5,000",354,"2,800",0.01,"1,782",-7.83,-4.35,https://finance.naver.com/item/main.nhn?code=000760
942,코아스,"1,140",10,-0.87%,500,352,"30,907",2.85,"369,610",16.29,8.97,https://finance.naver.com/item/main.nhn?code=071950
943,원림,"16,000",100,-0.62%,"5,000",352,"2,200",1.11,271,11.87,3.33,https://finance.naver.com/item/main.nhn?code=005820
944,신한,"4,945",0,0.00%,"5,000",347,"7,023",2.83,0,-2.69,-33.19,https://finance.naver.com/item/main.nhn?code=005450
945,KBSTAR 200선물레버리지,"8,880",205,-2.26%,0,346,"3,900",0.00,"7,574",N/A,N/A,https://finance.naver.com/item/main.nhn?code=252400
946,갤럭시아에스엠,"1,245",40,-3.11%,500,343,"27,550",1.44,"68,104",-24.90,-5.70,https://finance.naver.com/item/main.nhn?code=011420
947,TIGER KRX300,"11,800",5,+0.04%,0,342,"2,900",0.00,6,N/A,N/A,https://finance.naver.com/item/main.nhn?code=292160
948,한일철강,"1,525",45,-2.87%,500,340,"22,322",0.42,"20,199",-3.19,-6.98,https://finance.naver.com/item/main.nhn?code=002220
949,티탑스,"5,730",380,+7.10%,500,340,"5,933",3.15,"431,565",-0.58,-65.09,https://finance.naver.com/item/main.nhn?code=030790
950,KOSEF 국고채3년,"112,925",40,-0.04%,0,339,300,0.00,8,N/A,N/A,https://finance.naver.com/item/main.nhn?code=114470
951,하이스틸,"16,850",300,-1.75%,"5,000",337,"2,000",1.68,"5,080","1,053.12",0.03,https://finance.naver.com/item/main.nhn?code=071090
952,QV 하드웨어 TOP5 ETN,"16,795",0,0.00%,0,336,"2,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=550009
953,금호전기,"3,255",75,-2.25%,500,334,"10,267",2.24,"66,799",-0.92,-80.13,https://finance.naver.com/item/main.nhn?code=001210
954,KODEX China H,"20,620",30,-0.15%,0,330,"1,600",50.00,366,N/A,N/A,https://finance.naver.com/item/main.nhn?code=099140
955,미래에셋 전기전자 Core5 ETN,"16,475",0,0.00%,0,330,"2,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=520004
956,신한 인버스 옥수수 선물 ETN(H),"16,445",55,-0.33%,0,329,"2,000",0.00,166,N/A,N/A,https://finance.naver.com/item/main.nhn?code=500014
957,삼성 레버리지 China A50 선물 ETN(H),"32,805",365,-1.10%,0,328,"1,000",0.00,32,N/A,N/A,https://finance.naver.com/item/main.nhn?code=530023
958,KODEX 미국S&P고배당커버드콜(합성 H),"7,790",30,-0.38%,0,327,"4,200",0.00,"4,950",N/A,N/A,https://finance.naver.com/item/main.nhn?code=276970
959,에쓰씨엔지니어링,"1,305",10,+0.77%,500,326,"25,017",0.38,"16,792",-93.21,-1.45,https://finance.naver.com/item/main.nhn?code=023960
960,TRUE 레버리지 나스닥 100 ETN,"10,835",215,-1.95%,0,325,"3,000",0.00,"58,904",N/A,N/A,https://finance.naver.com/item/main.nhn?code=570043
961,TIGER 200IT레버리지,"20,260",810,-3.84%,0,324,"1,600",0.00,"40,735",N/A,N/A,https://finance.naver.com/item/main.nhn?code=243880
962,신한 레버리지 다우존스지수 선물 ETN(H),"16,145",275,-1.67%,0,323,"2,000",0.00,"24,891",N/A,N/A,https://finance.naver.com/item/main.nhn?code=500020
963,HANARO 코스닥150,"9,865",95,-0.95%,0,322,"3,260",0.00,571,N/A,N/A,https://finance.naver.com/item/main.nhn?code=304770
964,삼성 레버리지 금 선물 ETN(H),"32,065",180,+0.56%,0,321,"1,000",0.00,"21,477",N/A,N/A,https://finance.naver.com/item/main.nhn?code=530055
965,KODEX 200가치저변동,"6,950",65,-0.93%,0,320,"4,600",0.00,106,N/A,N/A,https://finance.naver.com/item/main.nhn?code=223190
966,WISCOM,"2,085",10,+0.48%,500,320,"15,326",4.28,"4,815",29.79,0.92,https://finance.naver.com/item/main.nhn?code=024070
967,진양화학,"2,650",60,-2.21%,500,318,"12,000",1.09,"136,116",-15.14,-7.57,https://finance.naver.com/item/main.nhn?code=051630
968,KODEX China H 레버리지(H),"5,750",75,-1.29%,0,316,"5,500",0.00,"15,052",N/A,N/A,https://finance.naver.com/item/main.nhn?code=204450
969,TRUE 레버리지 S&P500 선물 ETN(H),"10,405",265,-2.48%,0,312,"3,000",0.00,"1,773",N/A,N/A,https://finance.naver.com/item/main.nhn?code=570022
970,KBSTAR 중장기국공채액티브,"102,635",115,-0.11%,0,311,303,0.00,3,N/A,N/A,https://finance.naver.com/item/main.nhn?code=272570
971,미래에셋 레버리지 S&P500 ETN(H),"15,545",385,-2.42%,0,311,"2,000",0.00,40,N/A,N/A,https://finance.naver.com/item/main.nhn?code=590010
972,신한 인버스 천연가스 선물 ETN(H),"15,510",560,+3.75%,0,310,"2,000",0.00,"1,976",N/A,N/A,https://finance.naver.com/item/main.nhn?code=500022
973,TBH글로벌,"1,485",0,0.00%,500,310,"20,857",2.93,"17,325",-0.40,-53.17,https://finance.naver.com/item/main.nhn?code=084870
974,KBSTAR 중국본토대형주CSI100,"16,280",30,-0.18%,0,309,"1,900",0.00,"4,218",N/A,N/A,https://finance.naver.com/item/main.nhn?code=174360
975,TIGER 반도체,"23,000",340,-1.46%,0,308,"1,340",0.37,"7,470",N/A,N/A,https://finance.naver.com/item/main.nhn?code=091230
976,성문전자,"1,580",40,-2.47%,500,308,"19,487",3.53,"95,739",-17.17,-6.57,https://finance.naver.com/item/main.nhn?code=014910
977,진도,"2,435",5,+0.21%,500,303,"12,448",0.73,"29,716",-11.12,-2.67,https://finance.naver.com/item/main.nhn?code=088790
978,KINDEX 중장기국공채액티브,"103,045",5,0.00%,0,302,293,0.00,10,N/A,N/A,https://finance.naver.com/item/main.nhn?code=272910
979,KOSEF 코스닥150,"4,960",25,-0.50%,0,302,"6,080",0.00,"2,186",N/A,N/A,https://finance.naver.com/item/main.nhn?code=316670
980,흥아해운,258,0,0.00%,500,301,"116,733",23.16,0,-0.47,-98.70,https://finance.naver.com/item/main.nhn?code=003280
981,인팩,"2,985",5,-0.17%,500,298,"10,000",11.97,"11,670",-4.84,-6.29,https://finance.naver.com/item/main.nhn?code=023810
982,KODEX 필수소비재,"8,280",55,-0.66%,0,298,"3,600",0.00,673,N/A,N/A,https://finance.naver.com/item/main.nhn?code=266410
983,하이골드12호,"2,285",25,+1.11%,"5,000",298,"13,044",0.00,"6,563",5.63,17.18,https://finance.naver.com/item/main.nhn?code=172580
984,키위미디어그룹,150,0,0.00%,500,296,"197,285",0.63,0,-0.49,-272.63,https://finance.naver.com/item/main.nhn?code=012170
985,QV 소프트웨어 TOP5 ETN,"14,785",160,-1.07%,0,296,"2,000",0.00,63,N/A,N/A,https://finance.naver.com/item/main.nhn?code=550008
986,ARIRANG KS모멘텀가중TR,"9,870",20,-0.20%,0,291,"2,950",0.00,24,N/A,N/A,https://finance.naver.com/item/main.nhn?code=333960
987,미래에셋 미국 대형주 ETN(H),"14,345",45,-0.31%,0,287,"2,000",0.00,1,N/A,N/A,https://finance.naver.com/item/main.nhn?code=590007
988,덕양산업,881,7,-0.79%,500,287,"32,565",2.68,"31,949",-2.09,-26.33,https://finance.naver.com/item/main.nhn?code=024900
989,하이골드8호,"1,920",30,+1.59%,"5,000",286,"14,906",0.07,"222,712",-13.15,-8.43,https://finance.naver.com/item/main.nhn?code=159650
990,우진플라임,"2,850",20,-0.70%,500,285,"10,000",2.23,"10,481",-2.09,-22.80,https://finance.naver.com/item/main.nhn?code=049800
991,ARIRANG 코스피중형주,"7,285",15,-0.21%,0,284,"3,900",0.00,20,N/A,N/A,https://finance.naver.com/item/main.nhn?code=301440
992,삼성 미국 대형 성장주 ETN,"14,160",5,+0.04%,0,283,"2,000",0.00,10,N/A,N/A,https://finance.naver.com/item/main.nhn?code=530019
993,웅진에너지,914,0,0.00%,"5,000",283,"30,947",2.52,0,-0.18,599.76,https://finance.naver.com/item/main.nhn?code=103130
994,동일제강,"1,885",35,-1.82%,500,283,"15,000",1.11,"30,738",25.47,0.85,https://finance.naver.com/item/main.nhn?code=002690
995,TIGER 농산물선물Enhanced(H),"4,075",45,+1.12%,0,281,"6,900",0.02,"29,776",N/A,N/A,https://finance.naver.com/item/main.nhn?code=137610
996,이스타코,656,5,-0.76%,500,281,"42,852",1.00,"55,884",3.58,25.52,https://finance.naver.com/item/main.nhn?code=015020
997,KOSEF 미국달러선물,"13,135",55,+0.42%,0,280,"2,130",0.09,"3,654",N/A,N/A,https://finance.naver.com/item/main.nhn?code=138230
998,ARIRANG KS퀄리티가중TR,"10,345",80,-0.77%,0,279,"2,700",0.00,29,N/A,N/A,https://finance.naver.com/item/main.nhn?code=333980
999,한솔PNS,"1,360",40,-2.86%,500,279,"20,493",6.95,"67,447",8.83,7.94,https://finance.naver.com/item/main.nhn?code=010420
1000,신한 인버스 콩 선물 ETN(H),"13,925",0,0.00%,0,278,"2,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=500024
1001,신한 금 선물 ETN(H),"13,860",35,+0.25%,0,277,"2,000",0.00,"3,765",N/A,N/A,https://finance.naver.com/item/main.nhn?code=500016
1002,두산2우B,"31,000",0,0.00%,"5,000",277,893,0.01,223,1.70,N/A,https://finance.naver.com/item/main.nhn?code=000157
1003,신한 다우존스지수 선물 ETN(H),"13,810",120,-0.86%,0,276,"2,000",0.00,132,N/A,N/A,https://finance.naver.com/item/main.nhn?code=500009
1004,삼성 China A50 선물 ETN(H),"13,755",0,0.00%,0,275,"2,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=530014
1005,한진칼우,"50,900","2,200",+4.52%,"2,500",273,537,1.09,"329,627",-12.51,N/A,https://finance.naver.com/item/main.nhn?code=18064K
1006,미래에셋 미국 항공우주 ETN(H),"13,625",120,-0.87%,0,272,"2,000",0.00,92,N/A,N/A,https://finance.naver.com/item/main.nhn?code=590009
1007,한성기업,"4,355",15,-0.34%,"5,000",270,"6,210",1.99,"13,194",N/A,N/A,https://finance.naver.com/item/main.nhn?code=003680
1008,KODEX 삼성그룹밸류,"6,410",15,-0.23%,0,269,"4,200",0.00,403,N/A,N/A,https://finance.naver.com/item/main.nhn?code=213610
1009,KINDEX 삼성그룹섹터가중,"9,945",125,-1.24%,0,269,"2,700",0.00,56,N/A,N/A,https://finance.naver.com/item/main.nhn?code=108450
1010,미래에셋 미국 헬스케어 ETN(H),"13,400",0,0.00%,0,268,"2,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=590016
1011,KINDEX 일본TOPIX인버스(합성 H),"6,375",35,+0.55%,0,268,"4,200",0.00,"53,314",N/A,N/A,https://finance.naver.com/item/main.nhn?code=205720
1012,동원금속,570,2,+0.35%,500,266,"46,755",2.44,"118,578",-114.00,-43.38,https://finance.naver.com/item/main.nhn?code=018500
1013,진양폴리,"2,655",130,-4.67%,500,266,"10,000",5.47,"238,314",3.52,N/A,https://finance.naver.com/item/main.nhn?code=010640
1014,씨아이테크,"1,100",40,-3.51%,500,265,"24,071",0.85,"173,025",-4.64,-15.96,https://finance.naver.com/item/main.nhn?code=004920
1015,삼성 미국 대형 성장주 ETN(H),"13,210",55,-0.41%,0,264,"2,000",0.00,"5,068",N/A,N/A,https://finance.naver.com/item/main.nhn?code=530015
1016,KINDEX 코스피,"19,560",135,-0.69%,0,264,"1,350",0.00,167,N/A,N/A,https://finance.naver.com/item/main.nhn?code=305050
1017,삼화전자,"2,525",95,-3.63%,"1,000",264,"10,458",5.58,"70,077",-8.36,-23.62,https://finance.naver.com/item/main.nhn?code=011230
1018,ARIRANG 미국장기우량회사채,"110,000","1,690",+1.56%,0,264,240,0.00,167,N/A,N/A,https://finance.naver.com/item/main.nhn?code=332620
1019,QV 바이오 TOP5 ETN,"13,170",120,+0.92%,0,263,"2,000",0.00,95,N/A,N/A,https://finance.naver.com/item/main.nhn?code=550014
1020,경인전자,"16,750",0,0.00%,"5,000",263,"1,571",13.86,261,108.06,0.45,https://finance.naver.com/item/main.nhn?code=009140
1021,TIGER 미국다우존스30,"14,540",70,-0.48%,0,262,"1,800",0.00,"6,278",N/A,N/A,https://finance.naver.com/item/main.nhn?code=245340
1022,신한 레버리지 미국달러 선물 ETN,"13,010",35,+0.27%,0,260,"2,000",0.00,138,N/A,N/A,https://finance.naver.com/item/main.nhn?code=500035
1023,태원물산,"3,395",5,-0.15%,500,258,"7,600",0.72,"6,049",47.82,1.67,https://finance.naver.com/item/main.nhn?code=001420
1024,TIGER 일본TOPIX(합성 H),"11,725",70,-0.59%,0,258,"2,200",0.00,2,N/A,N/A,https://finance.naver.com/item/main.nhn?code=195920
1025,TRUE 인버스 2X 천연가스 선물 ETN(H),"25,700","1,845",+7.73%,0,257,"1,000",0.00,"33,105",N/A,N/A,https://finance.naver.com/item/main.nhn?code=570046
1026,미래에셋 인버스 원유선물혼합 ETN(H),"25,420","1,735",-6.39%,0,254,"1,000",3.12,"3,794",N/A,N/A,https://finance.naver.com/item/main.nhn?code=520011
1027,ARIRANG 단기채권액티브,"105,035",0,0.00%,0,253,241,0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=278620
1028,삼성 S&P500 VIX S/T 선물 ETN(H) B,"33,675",695,+2.11%,0,253,750,0.00,"6,181",N/A,N/A,https://finance.naver.com/item/main.nhn?code=530065
1029,두산퓨얼셀2우B,"8,450",130,-1.52%,100,252,"2,986",0.17,"7,130",N/A,N/A,https://finance.naver.com/item/main.nhn?code=33626L
1030,미래에셋 중국 심천 100 ETN,"12,600",45,-0.36%,0,252,"2,000",0.00,"1,300",N/A,N/A,https://finance.naver.com/item/main.nhn?code=590018
1031,성안,442,8,-1.78%,500,251,"56,858",2.49,"623,448",-2.18,-16.49,https://finance.naver.com/item/main.nhn?code=011300
1032,삼성 KRX 금현물 ETN,"12,240",120,+0.99%,0,245,"2,000",0.00,"29,896",N/A,N/A,https://finance.naver.com/item/main.nhn?code=530067
1033,ARIRANG 단기우량채권,"52,860",10,+0.02%,0,243,460,0.00,260,N/A,N/A,https://finance.naver.com/item/main.nhn?code=263190
1034,LG하우시스우,"23,500","3,350",+16.63%,"5,000",243,"1,032",7.25,"34,475",20.31,N/A,https://finance.naver.com/item/main.nhn?code=108675
1035,삼성 바이오 테마주 ETN,"12,120",90,+0.75%,0,242,"2,000",0.00,129,N/A,N/A,https://finance.naver.com/item/main.nhn?code=530005
1036,미래에셋 미디어엔터 Core5 ETN,"12,100",0,0.00%,0,242,"2,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=520014
1037,한국전자홀딩스,515,7,-1.34%,500,241,"46,803",2.63,"49,483",-1.94,-11.06,https://finance.naver.com/item/main.nhn?code=006200
1038,미래에셋 미국 중형주 ETN(H),"11,950",0,0.00%,0,239,"2,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=590008
1039,ARIRANG 미국단기우량회사채,"103,775",620,+0.60%,0,239,230,0.00,12,N/A,N/A,https://finance.naver.com/item/main.nhn?code=332610
1040,미래에셋 일본 대형주 ETN(H),"11,885",0,0.00%,0,238,"2,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=590005
1041,KOSEF 미국달러선물레버리지,"10,615",130,+1.24%,0,236,"2,220",0.01,"12,110",N/A,N/A,https://finance.naver.com/item/main.nhn?code=225800
1042,TIGER 미국달러단기채권액티브,"10,580",35,+0.33%,0,235,"2,220",0.00,"7,031",N/A,N/A,https://finance.naver.com/item/main.nhn?code=329750
1043,TIGER 코스닥150선물인버스,"7,425",60,+0.81%,0,234,"3,150",5.05,"314,158",N/A,N/A,https://finance.naver.com/item/main.nhn?code=250780
1044,유안타증권우,"1,800",10,+0.56%,"5,000",232,"12,912",0.18,"3,085",4.72,N/A,https://finance.naver.com/item/main.nhn?code=003475
1045,신화실업,"19,050",600,-3.05%,"5,000",231,"1,215",0.00,"2,285",24.02,2.83,https://finance.naver.com/item/main.nhn?code=001770
1046,QV 스마트리밸런싱 260/4 ETN,"11,550",0,0.00%,0,231,"2,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=550033
1047,대신 인버스 2X 니켈선물 ETN(H),"11,520",255,-2.17%,0,230,"2,000",0.00,"1,608",N/A,N/A,https://finance.naver.com/item/main.nhn?code=510010
1048,신한 인버스 2X 다우존스지수 선물 ETN(H),"5,755",85,+1.50%,0,230,"4,000",0.00,"51,947",N/A,N/A,https://finance.naver.com/item/main.nhn?code=500028
1049,미래에셋 미국 고배당주 ETN(H),"11,435",50,-0.44%,0,229,"2,000",0.00,2,N/A,N/A,https://finance.naver.com/item/main.nhn?code=590017
1050,KODEX 배당성장,"10,035",85,-0.84%,0,226,"2,250",0.11,302,N/A,N/A,https://finance.naver.com/item/main.nhn?code=211900
1051,QV 레버리지 S&P500 ETN,"11,250",145,-1.27%,0,225,"2,000",0.00,"1,623",N/A,N/A,https://finance.naver.com/item/main.nhn?code=550044
1052,TIGER 코스피대형주,"9,535",80,-0.83%,0,224,"2,350",0.00,156,N/A,N/A,https://finance.naver.com/item/main.nhn?code=277640
1053,ARIRANG KS로우볼가중TR,"9,135",85,-0.92%,0,224,"2,450",0.00,27,N/A,N/A,https://finance.naver.com/item/main.nhn?code=333940
1054,TIGER 200TR,"13,115",115,-0.87%,0,223,"1,700",0.00,242,N/A,N/A,https://finance.naver.com/item/main.nhn?code=310960
1055,미래에셋 미국 시니어론 100 ETN,"11,095",0,0.00%,0,222,"2,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=520021
1056,BYC우,"103,000","2,000",-1.90%,"5,000",222,215,0.39,266,3.12,N/A,https://finance.naver.com/item/main.nhn?code=001465
1057,신한 인버스 구리 선물 ETN(H),"11,080",60,-0.54%,0,222,"2,000",0.00,1,N/A,N/A,https://finance.naver.com/item/main.nhn?code=500008
1058,TIGER 가격조정,"18,435",0,0.00%,0,218,"1,180",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=217790
1059,TIGER 로우볼,"9,120",65,-0.71%,0,217,"2,380",0.00,5,N/A,N/A,https://finance.naver.com/item/main.nhn?code=174350
1060,청호컴넷,"2,530",20,-0.78%,"5,000",217,"8,576",8.22,"58,414",-1.10,-124.59,https://finance.naver.com/item/main.nhn?code=012600
1061,미래에셋 일본 중형주 ETN(H),"10,755",0,0.00%,0,215,"2,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=590006
1062,모두투어리츠,"2,745",15,+0.55%,"5,000",215,"7,827",0.01,489,7.89,6.36,https://finance.naver.com/item/main.nhn?code=204210
1063,KODEX 국채선물10년인버스,"45,820",135,+0.30%,0,214,468,0.00,18,N/A,N/A,https://finance.naver.com/item/main.nhn?code=176950
1064,TRUE 빅5 동일가중 ETN,"10,710",0,0.00%,0,214,"2,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=570003
1065,미래에셋 유럽 대형주 ETN(H),"10,685",0,0.00%,0,214,"2,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=590003
1066,삼성 화학 테마주 ETN,"10,660",200,+1.91%,0,213,"2,000",0.00,78,N/A,N/A,https://finance.naver.com/item/main.nhn?code=530012
1067,SK디스커버리우,"15,650",200,-1.26%,"5,000",213,"1,358",2.94,"3,611",1.77,N/A,https://finance.naver.com/item/main.nhn?code=006125
1068,KINDEX 레버리지,"3,865",70,-1.78%,0,213,"5,500",0.35,"59,569",N/A,N/A,https://finance.naver.com/item/main.nhn?code=152500
1069,KODEX TRF3070,"10,120",10,+0.10%,0,213,"2,100",0.00,827,N/A,N/A,https://finance.naver.com/item/main.nhn?code=329650
1070,미래에셋 호주 ASX200 ETN(H),"10,545",25,+0.24%,0,211,"2,000",0.00,35,N/A,N/A,https://finance.naver.com/item/main.nhn?code=520012
1071,미래에셋 에너지화학 Core5 ETN,"10,460",0,0.00%,0,209,"2,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=520006
1072,에이리츠,"5,490",0,0.00%,"5,000",208,"3,793",0.08,656,2.83,25.42,https://finance.naver.com/item/main.nhn?code=140910
1073,신한 구리 선물 ETN(H),"10,395",0,0.00%,0,208,"2,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=500018
1074,KODEX 미국나스닥100선물(H),"10,930",145,-1.31%,0,208,"1,900",0.00,"12,832",N/A,N/A,https://finance.naver.com/item/main.nhn?code=304940
1075,QV KTOP30 ETN,"10,355",0,0.00%,0,207,"2,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=550026
1076,미래에셋 유럽 중형주 ETN(H),"10,350",0,0.00%,0,207,"2,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=590004
1077,신한 인버스 2X 은 선물 ETN(H),"10,330",235,+2.33%,0,207,"2,000",0.00,"18,801",N/A,N/A,https://finance.naver.com/item/main.nhn?code=500030
